age,job,marital,marital_status,education,default,balance,housing,loan,contact,day,month,day_month,duration,campaign,pdays,previous,poutcome,y
34,management,married,married,tertiary,no,1778,no,no,cellular,5,aug,5-Aug,329,2,181,4,failure,no
60,services,married,married,secondary,no,4428,no,no,cellular,5,aug,5-Aug,382,1,97,5,other,no
34,admin.,married,married,tertiary,no,79,yes,no,cellular,5,aug,5-Aug,203,1,92,5,success,yes
29,management,single,single,tertiary,no,437,no,no,cellular,5,aug,5-Aug,504,1,92,1,success,yes
38,technician,married,married,secondary,no,318,no,no,cellular,5,aug,5-Aug,274,1,182,6,success,yes
53,management,married,married,tertiary,no,18931,no,no,cellular,5,aug,5-Aug,224,1,86,23,other,no
41,technician,single,single,tertiary,no,1646,yes,no,cellular,5,aug,5-Aug,172,3,92,8,success,yes
38,admin.,single,single,secondary,no,115,no,no,cellular,5,aug,5-Aug,250,3,182,10,failure,no
45,blue-collar,single,single,secondary,no,0,no,no,cellular,5,aug,5-Aug,374,2,472,1,success,yes
57,technician,divorced,divorced,secondary,no,470,no,no,cellular,5,aug,5-Aug,480,3,-1,0,unknown,yes
53,management,married,married,tertiary,no,3591,yes,no,cellular,5,aug,5-Aug,306,2,181,2,other,yes
56,management,divorced,divorced,tertiary,no,2037,no,no,cellular,5,aug,5-Aug,318,1,91,6,failure,yes
36,services,married,married,secondary,no,394,no,no,cellular,5,aug,5-Aug,324,1,-1,0,unknown,yes
32,management,single,single,tertiary,no,1077,no,no,cellular,5,aug,5-Aug,200,1,717,4,failure,no
33,technician,single,single,secondary,no,2979,no,no,cellular,5,aug,5-Aug,326,2,437,1,failure,yes
41,management,married,married,tertiary,no,1092,no,no,cellular,5,aug,5-Aug,736,1,-1,0,unknown,yes
67,retired,divorced,divorced,primary,no,1746,no,no,cellular,5,aug,5-Aug,134,1,-1,0,unknown,no
34,admin.,divorced,divorced,secondary,no,661,yes,no,cellular,5,aug,5-Aug,245,2,183,10,failure,yes
45,management,married,married,tertiary,no,2077,no,no,cellular,5,aug,5-Aug,163,1,-1,0,unknown,no
28,management,single,single,tertiary,no,1530,no,no,cellular,5,aug,5-Aug,98,3,-1,0,unknown,no
29,housemaid,single,single,tertiary,no,2196,no,no,cellular,5,aug,5-Aug,215,1,-1,0,unknown,yes
34,management,single,single,tertiary,no,417,yes,no,cellular,5,aug,5-Aug,270,1,174,15,failure,yes
21,entrepreneur,single,single,tertiary,no,2077,no,no,cellular,5,aug,5-Aug,323,1,-1,0,unknown,yes
27,self-employed,single,single,tertiary,no,347,no,no,cellular,6,aug,6-Aug,385,4,-1,0,unknown,yes
37,management,married,married,tertiary,no,2283,no,no,cellular,6,aug,6-Aug,303,2,92,4,success,yes
52,housemaid,married,married,primary,no,256,no,no,cellular,6,aug,6-Aug,137,1,-1,0,unknown,no
29,admin.,single,single,tertiary,no,-197,no,no,unknown,6,aug,6-Aug,47,1,-1,0,unknown,no
33,student,married,married,secondary,no,1536,no,no,cellular,6,aug,6-Aug,258,2,178,4,success,yes
45,management,married,married,secondary,no,446,no,no,cellular,6,aug,6-Aug,304,3,-1,0,unknown,yes
61,blue-collar,married,married,primary,no,5,no,no,cellular,6,aug,6-Aug,562,2,94,3,success,yes
27,technician,single,single,tertiary,no,401,no,no,cellular,6,aug,6-Aug,218,3,93,2,success,yes
22,student,single,single,secondary,no,216,no,no,cellular,6,aug,6-Aug,178,1,179,2,success,yes
37,management,married,married,secondary,no,565,no,no,cellular,6,aug,6-Aug,174,1,93,3,failure,yes
82,retired,divorced,divorced,primary,no,0,no,no,cellular,6,aug,6-Aug,381,3,295,1,failure,no
42,admin.,married,married,tertiary,no,1536,no,no,cellular,6,aug,6-Aug,140,1,182,4,failure,no
45,admin.,married,married,secondary,no,476,no,no,cellular,6,aug,6-Aug,356,1,364,1,other,yes
35,admin.,single,single,secondary,no,-32,no,yes,cellular,6,aug,6-Aug,366,2,178,9,success,yes
28,blue-collar,single,single,secondary,no,1348,yes,no,cellular,6,aug,6-Aug,221,2,-1,0,unknown,yes
32,student,single,single,tertiary,no,0,no,no,cellular,6,aug,6-Aug,101,5,3,6,other,no
31,blue-collar,single,single,secondary,no,228,no,no,cellular,6,aug,6-Aug,744,1,88,4,other,yes
62,management,married,married,tertiary,no,1859,no,no,telephone,6,aug,6-Aug,245,3,-1,0,unknown,yes
47,management,married,married,tertiary,no,2306,no,no,telephone,6,aug,6-Aug,239,4,-1,0,unknown,yes
37,technician,married,married,tertiary,no,4596,yes,no,cellular,6,aug,6-Aug,323,1,91,6,failure,no
35,blue-collar,married,married,secondary,no,884,yes,no,unknown,9,aug,9-Aug,6,1,-1,0,unknown,no
25,student,single,single,secondary,no,1028,no,no,cellular,9,aug,9-Aug,148,2,-1,0,unknown,no
37,blue-collar,married,married,secondary,no,80,yes,yes,unknown,9,aug,9-Aug,6,1,461,5,failure,no
71,retired,married,married,secondary,no,2064,no,no,cellular,9,aug,9-Aug,370,2,291,1,failure,no
79,retired,divorced,divorced,secondary,no,631,no,no,telephone,9,aug,9-Aug,440,5,182,3,failure,no
52,technician,married,married,tertiary,no,0,no,no,cellular,9,aug,9-Aug,145,3,94,4,success,no
60,housemaid,married,married,primary,no,182,no,no,cellular,9,aug,9-Aug,182,2,95,11,failure,no
75,retired,married,married,primary,no,3504,no,no,telephone,9,aug,9-Aug,195,1,-1,0,unknown,no
28,management,single,single,tertiary,no,6791,no,no,telephone,9,aug,9-Aug,361,1,46,35,failure,no
55,services,married,married,tertiary,no,2877,no,no,cellular,9,aug,9-Aug,305,1,91,2,other,no
57,admin.,married,married,unknown,no,2038,no,no,cellular,9,aug,9-Aug,628,1,182,2,failure,yes
60,technician,married,married,secondary,no,824,yes,no,cellular,9,aug,9-Aug,265,1,181,8,success,yes
32,services,married,married,secondary,no,859,yes,no,unknown,9,aug,9-Aug,39,1,-1,0,unknown,no
31,blue-collar,married,married,secondary,no,0,yes,no,unknown,10,aug,10-Aug,97,1,782,1,other,yes
26,admin.,married,married,secondary,no,284,no,no,unknown,10,aug,10-Aug,11,1,-1,0,unknown,no
66,management,married,married,tertiary,no,6251,no,no,cellular,10,aug,10-Aug,273,2,356,10,other,no
25,student,single,single,secondary,no,348,no,no,cellular,10,aug,10-Aug,245,1,-1,0,unknown,yes
19,student,single,single,unknown,no,108,no,no,cellular,10,aug,10-Aug,168,1,182,2,success,yes
40,blue-collar,married,married,secondary,no,1515,yes,no,cellular,10,aug,10-Aug,503,1,-1,0,unknown,yes
44,entrepreneur,married,married,tertiary,no,121,no,no,cellular,10,aug,10-Aug,412,1,-1,0,unknown,yes
33,management,married,married,tertiary,no,1514,no,no,cellular,10,aug,10-Aug,447,1,728,2,failure,yes
53,unemployed,married,married,secondary,no,94,no,no,cellular,10,aug,10-Aug,493,1,181,14,success,yes
32,technician,married,married,secondary,no,473,no,yes,cellular,10,aug,10-Aug,1064,1,95,3,success,yes
30,technician,single,single,tertiary,no,2325,no,no,cellular,10,aug,10-Aug,263,1,127,7,failure,yes
36,student,single,single,unknown,no,417,no,no,cellular,10,aug,10-Aug,304,1,181,1,success,yes
56,technician,divorced,divorced,secondary,no,3450,no,no,cellular,10,aug,10-Aug,507,1,181,2,success,yes
34,management,married,married,tertiary,no,573,no,no,cellular,10,aug,10-Aug,122,1,-1,0,unknown,no
38,entrepreneur,single,single,secondary,no,2543,no,no,cellular,10,aug,10-Aug,223,1,414,4,failure,yes
77,retired,married,married,primary,no,2223,no,no,telephone,10,aug,10-Aug,365,2,187,1,success,no
22,self-employed,single,single,secondary,no,2138,no,yes,cellular,10,aug,10-Aug,164,1,109,2,other,yes
34,technician,single,single,secondary,no,2085,no,no,cellular,10,aug,10-Aug,356,3,182,2,success,yes
46,self-employed,divorced,divorced,secondary,no,0,no,no,unknown,10,aug,10-Aug,6,1,-1,0,unknown,no
29,admin.,single,single,secondary,no,464,no,no,cellular,10,aug,10-Aug,317,2,518,1,failure,yes
29,blue-collar,single,single,tertiary,no,98,no,no,cellular,10,aug,10-Aug,170,2,-1,0,unknown,no
61,retired,married,married,secondary,no,1853,no,no,telephone,10,aug,10-Aug,520,1,181,2,success,yes
62,blue-collar,married,married,secondary,no,272,no,no,cellular,11,aug,11-Aug,146,1,286,2,failure,yes
55,technician,married,married,secondary,no,10185,no,no,cellular,11,aug,11-Aug,248,1,180,4,success,no
24,student,single,single,secondary,no,1925,no,no,cellular,11,aug,11-Aug,1363,1,-1,0,unknown,yes
28,services,single,single,secondary,no,899,no,no,unknown,11,aug,11-Aug,61,1,-1,0,unknown,no
65,entrepreneur,married,married,tertiary,no,2331,no,no,telephone,11,aug,11-Aug,425,1,183,2,success,yes
70,retired,married,married,primary,no,324,no,no,cellular,11,aug,11-Aug,632,1,308,6,other,yes
60,technician,married,married,secondary,no,116,no,no,cellular,11,aug,11-Aug,329,2,181,8,success,yes
30,student,single,single,secondary,no,1779,no,no,cellular,11,aug,11-Aug,233,1,433,1,success,yes
51,management,married,married,tertiary,no,346,no,no,cellular,11,aug,11-Aug,237,1,180,6,success,yes
36,self-employed,single,single,tertiary,no,353,no,no,cellular,11,aug,11-Aug,361,2,181,2,success,yes
42,management,married,married,tertiary,no,27696,no,no,cellular,11,aug,11-Aug,370,1,91,7,success,yes
58,management,married,married,secondary,no,2155,no,yes,cellular,11,aug,11-Aug,248,2,182,7,success,yes
30,admin.,married,married,secondary,no,590,no,no,cellular,11,aug,11-Aug,443,3,-1,0,unknown,no
35,admin.,married,married,secondary,no,2374,yes,no,cellular,11,aug,11-Aug,765,2,183,5,success,yes
35,technician,single,single,secondary,no,920,yes,no,cellular,11,aug,11-Aug,159,2,286,6,failure,no
35,technician,married,married,tertiary,no,7050,no,no,cellular,11,aug,11-Aug,222,3,182,4,success,yes
43,blue-collar,married,married,secondary,no,413,yes,no,cellular,12,aug,12-Aug,235,2,182,4,success,yes
34,technician,single,single,secondary,no,1313,no,no,cellular,12,aug,12-Aug,176,1,21,6,failure,no
77,retired,married,married,primary,no,2590,no,no,telephone,12,aug,12-Aug,345,1,178,20,failure,yes
34,blue-collar,married,married,secondary,no,320,yes,no,cellular,12,aug,12-Aug,352,1,828,2,failure,yes
35,blue-collar,married,married,secondary,no,1454,yes,no,cellular,12,aug,12-Aug,323,1,182,4,success,yes
39,blue-collar,married,married,secondary,no,1382,yes,no,cellular,12,aug,12-Aug,357,1,182,2,success,yes
32,student,single,single,unknown,no,376,no,no,cellular,12,aug,12-Aug,192,1,91,5,failure,no
75,retired,married,married,secondary,no,291,no,no,cellular,12,aug,12-Aug,350,1,182,2,success,yes
29,management,single,single,tertiary,no,266,no,no,cellular,12,aug,12-Aug,176,1,185,1,failure,no
35,self-employed,married,married,tertiary,no,2427,no,no,cellular,12,aug,12-Aug,175,3,31,10,success,yes
41,admin.,married,married,secondary,no,2498,no,no,cellular,12,aug,12-Aug,411,1,-1,0,unknown,yes
25,student,single,single,unknown,no,1003,no,no,cellular,12,aug,12-Aug,361,1,-1,0,unknown,yes
51,blue-collar,married,married,secondary,no,2007,yes,no,cellular,12,aug,12-Aug,1226,3,-1,0,unknown,yes
48,unemployed,married,married,secondary,no,926,no,no,cellular,12,aug,12-Aug,504,2,178,10,success,yes
28,management,single,single,tertiary,no,-62,no,no,unknown,12,aug,12-Aug,17,1,-1,0,unknown,no
26,unemployed,single,single,secondary,no,632,no,no,cellular,12,aug,12-Aug,312,3,181,1,success,yes
27,self-employed,single,single,tertiary,no,4574,no,no,cellular,12,aug,12-Aug,187,2,-1,0,unknown,no
55,unknown,married,married,secondary,no,2206,no,no,cellular,12,aug,12-Aug,265,1,91,5,success,yes
27,student,single,single,unknown,no,598,no,no,cellular,12,aug,12-Aug,126,1,524,1,failure,no
44,technician,divorced,divorced,secondary,no,314,yes,no,unknown,12,aug,12-Aug,18,1,651,1,success,no
44,management,married,married,tertiary,no,1791,no,no,telephone,12,aug,12-Aug,201,1,182,2,success,yes
31,management,married,married,tertiary,no,6980,no,no,cellular,12,aug,12-Aug,157,2,-1,0,unknown,no
49,services,married,married,primary,no,1830,yes,no,cellular,13,aug,13-Aug,261,1,179,1,success,yes
29,self-employed,single,single,tertiary,no,814,no,no,unknown,13,aug,13-Aug,461,1,-1,0,unknown,yes
67,housemaid,divorced,divorced,secondary,no,5275,no,no,cellular,13,aug,13-Aug,222,4,-1,0,unknown,yes
42,admin.,divorced,divorced,secondary,no,2129,no,no,cellular,13,aug,13-Aug,633,1,182,2,other,yes
48,technician,single,single,secondary,no,434,no,no,cellular,13,aug,13-Aug,183,1,-1,0,unknown,no
50,technician,divorced,divorced,secondary,no,0,yes,no,cellular,13,aug,13-Aug,120,2,91,6,failure,no
58,admin.,married,married,secondary,no,169,no,no,cellular,13,aug,13-Aug,880,1,92,8,success,yes
35,management,married,married,tertiary,no,2717,no,no,cellular,13,aug,13-Aug,394,6,-1,0,unknown,yes
45,management,married,married,tertiary,no,226,yes,no,cellular,13,aug,13-Aug,177,6,179,10,success,yes
30,technician,single,single,secondary,no,0,no,no,cellular,13,aug,13-Aug,173,4,562,1,failure,no
30,services,single,single,secondary,no,63,no,no,unknown,13,aug,13-Aug,75,1,-1,0,unknown,no
37,technician,married,married,tertiary,no,341,no,no,cellular,13,aug,13-Aug,287,3,182,3,success,yes
35,management,divorced,divorced,tertiary,no,2885,no,no,cellular,13,aug,13-Aug,199,3,43,8,other,yes
28,admin.,single,single,secondary,no,1408,no,no,cellular,13,aug,13-Aug,166,1,78,2,failure,no
24,student,single,single,secondary,no,1719,no,no,cellular,13,aug,13-Aug,161,4,-1,0,unknown,no
34,management,single,single,secondary,no,524,no,no,unknown,13,aug,13-Aug,9,1,-1,0,unknown,no
61,retired,married,married,secondary,no,523,no,no,cellular,13,aug,13-Aug,211,3,183,4,success,yes
34,services,married,married,secondary,no,-52,no,no,unknown,13,aug,13-Aug,12,1,-1,0,unknown,no
60,technician,divorced,divorced,secondary,no,367,no,no,cellular,16,aug,16-Aug,318,2,-1,0,unknown,yes
39,admin.,married,married,secondary,no,47,yes,no,cellular,16,aug,16-Aug,143,2,371,6,failure,no
30,admin.,single,single,secondary,no,125,yes,no,cellular,16,aug,16-Aug,140,3,116,1,other,no
60,services,married,married,tertiary,no,4256,yes,no,cellular,16,aug,16-Aug,239,3,761,1,other,yes
29,technician,single,single,secondary,no,113,no,no,cellular,16,aug,16-Aug,159,2,185,6,success,no
33,technician,married,married,secondary,no,484,yes,no,cellular,16,aug,16-Aug,205,3,182,9,success,yes
25,services,single,single,secondary,no,199,no,no,cellular,16,aug,16-Aug,111,2,95,3,other,no
29,management,single,single,tertiary,no,1673,no,no,cellular,16,aug,16-Aug,200,2,159,3,other,no
27,blue-collar,single,single,secondary,no,535,no,no,cellular,16,aug,16-Aug,265,3,95,4,success,yes
24,student,single,single,tertiary,no,1592,no,no,cellular,16,aug,16-Aug,98,3,111,5,other,no
27,admin.,single,single,secondary,no,416,no,no,unknown,17,aug,17-Aug,8,1,-1,0,unknown,no
36,entrepreneur,married,married,secondary,no,-280,no,no,unknown,17,aug,17-Aug,6,1,-1,0,unknown,no
53,admin.,married,married,secondary,no,1252,no,no,cellular,17,aug,17-Aug,128,4,-1,0,unknown,no
65,retired,married,married,primary,no,1760,no,no,cellular,18,aug,18-Aug,855,4,-1,0,unknown,yes
37,management,single,single,tertiary,no,688,no,no,cellular,18,aug,18-Aug,95,3,174,5,failure,no
61,retired,married,married,tertiary,no,5267,no,no,cellular,18,aug,18-Aug,212,7,188,3,success,no
24,student,single,single,secondary,no,431,no,no,cellular,19,aug,19-Aug,418,11,185,5,success,yes
32,student,single,single,secondary,no,14,no,no,cellular,19,aug,19-Aug,144,3,136,1,other,no
61,blue-collar,married,married,secondary,no,681,yes,no,telephone,19,aug,19-Aug,173,6,492,2,failure,no
30,technician,single,single,secondary,no,86,no,no,unknown,20,aug,20-Aug,45,1,-1,0,unknown,no
30,admin.,single,single,secondary,no,28,no,no,unknown,20,aug,20-Aug,107,1,-1,0,unknown,no
23,admin.,single,single,secondary,no,366,no,no,unknown,20,aug,20-Aug,22,1,-1,0,unknown,no
21,student,single,single,secondary,no,681,no,no,unknown,20,aug,20-Aug,6,1,-1,0,unknown,no
22,services,single,single,unknown,no,739,no,no,unknown,20,aug,20-Aug,4,1,-1,0,unknown,no
26,student,single,single,secondary,no,963,no,no,unknown,21,aug,21-Aug,11,1,304,1,other,no
48,admin.,divorced,divorced,secondary,no,1033,no,yes,unknown,22,aug,22-Aug,11,1,-1,0,unknown,no
40,management,single,single,tertiary,no,15,no,yes,unknown,22,aug,22-Aug,4,1,-1,0,unknown,no
34,technician,single,single,tertiary,no,2481,no,no,cellular,23,aug,23-Aug,220,16,192,14,other,no
21,student,single,single,primary,no,281,no,no,unknown,24,aug,24-Aug,11,1,-1,0,unknown,no
28,services,single,single,secondary,no,2685,no,yes,unknown,24,aug,24-Aug,5,1,-1,0,unknown,no
29,student,single,single,secondary,no,1124,no,no,unknown,24,aug,24-Aug,26,1,-1,0,unknown,no
29,admin.,married,married,secondary,no,1937,no,no,unknown,25,aug,25-Aug,6,1,-1,0,unknown,no
35,admin.,married,married,secondary,no,2374,yes,no,unknown,25,aug,25-Aug,5,1,14,7,success,no
38,blue-collar,single,single,primary,no,490,yes,yes,unknown,25,aug,25-Aug,17,1,-1,0,unknown,no
23,student,single,single,secondary,no,43,no,no,unknown,27,aug,27-Aug,4,1,-1,0,unknown,no
45,services,single,single,secondary,no,955,no,no,unknown,27,aug,27-Aug,3785,1,-1,0,unknown,no
20,student,single,single,primary,no,825,no,no,unknown,28,aug,28-Aug,27,1,-1,0,unknown,no
30,blue-collar,married,married,primary,no,124,yes,no,unknown,28,aug,28-Aug,5,1,775,2,other,no
23,management,single,single,tertiary,no,377,no,no,unknown,28,aug,28-Aug,7,1,-1,0,unknown,no
27,student,single,single,primary,yes,25,no,no,unknown,28,aug,28-Aug,8,1,-1,0,unknown,no
34,entrepreneur,married,married,secondary,no,4659,yes,no,unknown,30,aug,30-Aug,28,1,-1,0,unknown,no
57,retired,married,married,tertiary,no,1269,no,no,cellular,31,aug,31-Aug,1120,1,-1,0,unknown,yes
36,management,married,married,tertiary,no,5367,no,no,cellular,31,aug,31-Aug,324,1,455,2,failure,no
63,admin.,married,married,secondary,no,0,yes,no,cellular,31,aug,31-Aug,253,5,-1,0,unknown,yes
55,unemployed,married,married,primary,no,1212,no,no,cellular,31,aug,31-Aug,241,1,92,1,failure,no
36,admin.,single,single,tertiary,no,364,no,yes,cellular,31,aug,31-Aug,185,1,123,1,failure,yes
61,housemaid,married,married,primary,no,211,no,no,cellular,31,aug,31-Aug,443,2,186,3,failure,yes
52,self-employed,married,married,tertiary,no,4012,no,no,cellular,31,aug,31-Aug,634,3,92,5,other,yes
34,admin.,single,single,tertiary,no,625,no,yes,unknown,31,aug,31-Aug,34,1,-1,0,unknown,yes
62,unemployed,married,married,primary,no,532,no,no,cellular,31,aug,31-Aug,298,2,300,1,other,no
31,technician,single,single,secondary,no,18,no,no,unknown,31,aug,31-Aug,27,1,-1,0,unknown,no
60,management,married,married,tertiary,no,474,no,no,cellular,31,aug,31-Aug,415,5,186,3,other,yes
28,management,single,single,tertiary,no,1584,yes,no,cellular,1,sep,1-Sep,222,2,-1,0,unknown,yes
69,technician,married,married,secondary,no,2661,no,no,cellular,1,sep,1-Sep,925,1,187,3,other,no
36,management,single,single,tertiary,no,671,yes,no,cellular,1,sep,1-Sep,161,1,457,2,failure,no
60,management,married,married,tertiary,no,315,no,no,cellular,1,sep,1-Sep,840,1,183,3,success,yes
32,admin.,married,married,secondary,no,200,no,no,cellular,1,sep,1-Sep,729,1,29,3,failure,yes
34,management,married,married,tertiary,no,589,no,no,cellular,1,sep,1-Sep,300,1,44,3,other,yes
34,management,married,married,tertiary,no,1388,yes,no,cellular,1,sep,1-Sep,222,1,93,4,failure,no
31,services,single,single,secondary,no,-205,no,no,cellular,1,sep,1-Sep,481,1,579,1,failure,yes
33,admin.,married,married,secondary,no,394,yes,no,telephone,1,sep,1-Sep,104,3,-1,0,unknown,no
38,management,single,single,tertiary,no,1704,no,no,cellular,1,sep,1-Sep,222,1,-1,0,unknown,no
28,blue-collar,single,single,secondary,no,-46,yes,no,cellular,1,sep,1-Sep,199,1,92,14,success,yes
55,admin.,married,married,secondary,no,8304,no,no,cellular,1,sep,1-Sep,193,1,92,1,success,yes
65,retired,married,married,primary,no,308,no,no,cellular,1,sep,1-Sep,400,1,-1,0,unknown,yes
22,student,single,single,secondary,no,552,no,no,cellular,1,sep,1-Sep,327,1,-1,0,unknown,yes
65,retired,divorced,divorced,primary,no,1840,no,no,cellular,1,sep,1-Sep,191,2,92,7,failure,no
77,retired,married,married,primary,no,1492,no,no,telephone,1,sep,1-Sep,663,1,208,2,other,no
37,management,married,married,tertiary,no,1113,no,no,cellular,1,sep,1-Sep,265,2,183,2,success,yes
45,services,divorced,divorced,primary,no,523,no,no,telephone,1,sep,1-Sep,380,4,371,4,other,no
45,technician,married,married,secondary,no,814,no,no,cellular,1,sep,1-Sep,691,2,-1,0,unknown,no
65,technician,married,married,secondary,no,2303,no,no,cellular,1,sep,1-Sep,95,2,-1,0,unknown,no
29,blue-collar,married,married,secondary,no,3310,no,no,cellular,1,sep,1-Sep,367,1,91,4,failure,no
41,technician,married,married,secondary,no,11,yes,no,telephone,1,sep,1-Sep,150,1,-1,0,unknown,no
35,management,single,single,tertiary,no,992,no,yes,cellular,1,sep,1-Sep,238,1,-1,0,unknown,yes
33,admin.,single,single,tertiary,no,272,yes,no,cellular,1,sep,1-Sep,293,2,92,3,success,yes
75,retired,married,married,primary,no,1413,no,no,cellular,1,sep,1-Sep,532,2,188,2,success,yes
18,student,single,single,unknown,no,438,no,no,cellular,1,sep,1-Sep,425,1,-1,0,unknown,no
59,management,married,married,tertiary,no,4606,no,no,telephone,1,sep,1-Sep,194,2,189,2,failure,no
22,services,single,single,secondary,no,361,no,no,telephone,1,sep,1-Sep,232,1,86,6,failure,no
30,self-employed,married,married,tertiary,no,805,yes,no,unknown,1,sep,1-Sep,20,1,478,2,other,no
28,services,married,married,secondary,no,4,yes,no,unknown,2,sep,2-Sep,10,1,-1,0,unknown,no
27,admin.,single,single,secondary,no,321,no,yes,unknown,2,sep,2-Sep,4,1,-1,0,unknown,no
32,student,single,single,secondary,no,5836,no,no,cellular,2,sep,2-Sep,281,2,493,2,failure,no
48,unknown,single,single,unknown,no,1819,no,no,cellular,2,sep,2-Sep,1440,1,458,1,failure,yes
33,entrepreneur,single,single,tertiary,no,1623,yes,no,cellular,2,sep,2-Sep,291,3,-1,0,unknown,yes
53,blue-collar,married,married,secondary,no,1797,yes,no,cellular,2,sep,2-Sep,128,3,94,5,other,no
27,technician,single,single,tertiary,no,1075,no,no,cellular,2,sep,2-Sep,529,2,184,1,success,yes
62,management,married,married,secondary,no,1128,no,no,cellular,2,sep,2-Sep,236,1,290,3,other,yes
63,unknown,married,married,secondary,no,367,no,no,telephone,2,sep,2-Sep,173,1,182,7,failure,no
38,management,married,married,tertiary,no,630,no,no,cellular,2,sep,2-Sep,362,1,388,3,other,yes
31,management,single,single,tertiary,no,1675,no,no,cellular,2,sep,2-Sep,114,2,363,1,failure,no
35,technician,married,married,secondary,no,294,yes,no,cellular,2,sep,2-Sep,97,6,79,11,failure,no
37,admin.,single,single,tertiary,no,635,no,no,cellular,2,sep,2-Sep,238,1,464,2,failure,no
21,student,single,single,secondary,no,357,no,no,cellular,2,sep,2-Sep,115,3,-1,0,unknown,no
22,student,single,single,unknown,no,549,no,no,cellular,2,sep,2-Sep,154,1,-1,0,unknown,no
25,student,single,single,secondary,no,2975,no,no,cellular,2,sep,2-Sep,799,2,-1,0,unknown,yes
41,unemployed,single,single,tertiary,no,7968,no,no,cellular,2,sep,2-Sep,404,1,184,4,success,yes
25,student,single,single,secondary,no,154,no,no,cellular,2,sep,2-Sep,382,1,183,3,success,yes
25,technician,single,single,secondary,no,1298,no,no,cellular,2,sep,2-Sep,206,7,94,2,other,no
48,management,married,married,tertiary,no,1204,no,no,cellular,3,sep,3-Sep,116,2,760,1,other,no
32,services,single,single,tertiary,no,620,no,no,cellular,3,sep,3-Sep,110,6,95,5,other,no
88,retired,married,married,primary,no,648,no,no,telephone,3,sep,3-Sep,318,1,-1,0,unknown,no
27,student,single,single,tertiary,no,5169,yes,no,cellular,3,sep,3-Sep,431,1,466,3,success,yes
32,management,married,married,tertiary,no,6138,no,no,cellular,3,sep,3-Sep,251,3,36,11,success,no
40,technician,married,married,tertiary,no,2627,yes,no,cellular,3,sep,3-Sep,240,3,-1,0,unknown,no
49,admin.,single,single,tertiary,no,228,yes,no,cellular,3,sep,3-Sep,252,2,93,2,success,yes
39,services,single,single,secondary,no,91,no,no,cellular,3,sep,3-Sep,213,1,185,1,success,yes
35,admin.,married,married,secondary,no,1204,no,no,cellular,3,sep,3-Sep,789,2,-1,0,unknown,no
57,retired,married,married,primary,no,1947,no,no,cellular,3,sep,3-Sep,126,1,185,7,success,no
70,retired,divorced,divorced,secondary,no,6850,no,no,telephone,3,sep,3-Sep,228,1,182,4,failure,no
60,admin.,married,married,secondary,no,12980,no,no,cellular,3,sep,3-Sep,177,2,182,1,success,no
43,technician,married,married,secondary,no,4945,yes,no,cellular,3,sep,3-Sep,219,3,185,2,success,yes
27,self-employed,single,single,tertiary,no,560,no,no,telephone,3,sep,3-Sep,543,9,465,2,failure,no
55,unknown,married,married,primary,no,159,no,no,unknown,4,sep,4-Sep,15,1,-1,0,unknown,no
41,housemaid,married,married,primary,no,379,no,yes,unknown,4,sep,4-Sep,9,1,-1,0,unknown,no
32,technician,single,single,secondary,no,260,yes,no,unknown,5,sep,5-Sep,13,1,656,7,other,no
22,student,single,single,secondary,no,249,no,no,unknown,5,sep,5-Sep,11,1,-1,0,unknown,no
51,technician,married,married,secondary,no,980,no,no,cellular,6,sep,6-Sep,114,2,-1,0,unknown,no
38,management,single,single,tertiary,no,1027,yes,no,cellular,6,sep,6-Sep,387,2,188,3,success,no
52,management,married,married,unknown,no,1708,no,no,unknown,6,sep,6-Sep,310,1,75,4,failure,yes
83,housemaid,married,married,primary,no,2140,no,no,cellular,6,sep,6-Sep,109,3,276,8,other,no
48,management,married,married,tertiary,no,0,yes,no,cellular,6,sep,6-Sep,194,2,125,6,failure,yes
29,unemployed,single,single,unknown,no,1584,no,no,cellular,6,sep,6-Sep,245,1,-1,0,unknown,yes
32,entrepreneur,married,married,secondary,no,390,no,no,cellular,6,sep,6-Sep,440,1,280,1,failure,yes
43,admin.,single,single,secondary,no,1707,yes,no,cellular,6,sep,6-Sep,369,3,504,5,other,yes
39,admin.,married,married,secondary,no,179,no,no,unknown,6,sep,6-Sep,36,1,-1,0,unknown,no
65,admin.,married,married,secondary,no,952,no,no,cellular,6,sep,6-Sep,255,1,96,1,success,yes
72,retired,married,married,secondary,no,1978,no,no,cellular,6,sep,6-Sep,312,1,-1,0,unknown,yes
61,admin.,divorced,divorced,secondary,no,4519,no,no,cellular,6,sep,6-Sep,145,1,391,11,other,no
33,blue-collar,single,single,secondary,no,329,no,no,cellular,6,sep,6-Sep,224,1,145,2,other,yes
34,technician,married,married,secondary,no,384,yes,no,cellular,6,sep,6-Sep,127,2,831,1,other,no
33,technician,married,married,tertiary,no,1126,yes,no,unknown,6,sep,6-Sep,11,1,490,5,other,no
34,admin.,married,married,tertiary,no,1636,yes,yes,cellular,6,sep,6-Sep,136,1,521,2,failure,no
84,retired,divorced,divorced,primary,no,1680,no,no,telephone,6,sep,6-Sep,113,5,97,3,other,no
26,technician,single,single,secondary,no,1105,yes,no,cellular,6,sep,6-Sep,415,1,297,3,other,yes
37,services,married,married,secondary,no,52,yes,no,cellular,6,sep,6-Sep,908,1,185,9,success,yes
